Decision Tree Pred 2020	Decision Tree Pred 2021	Exported_value_in_2009	Exported_value_in_2010	Exported_value_in_2011	Exported_value_in_2012	Exported_value_in_2013	Exported_value_in_2014	Exported_value_in_2015	Exported_value_in_2016	Exported_value_in_2017	Exported_value_in_2018	Exported_value_in_2019	Exported_value_in_2020	Exporter	Importers	Lineer Reg Pred 2020	Lineer Reg Pred 2021	Poly Reg d3 Pred 2020	Poly Reg d3 Pred 2021	Random Forest Pred 2020	Random Forest Pred 2021	XG Boost Pred 2020	XG Boost Pred 2021
45685377.0	45685377.0	14720624.0	21953565.0	29220944.0	34285244.0	36930490.0	39059606.0	34375284.0	32375905.0	34805909.0	43246345.0	45685377.0	41004370.0	China	Indonesia	46989530.0	49265675.0	57082232.0	72444030.0	43718868.0	43718868.0	45476488.0	45476488.0
9608726.0	9608726.0	7918687.0	11092188.0	14761999.0	11598799.0	14036645.0	24338486.0	17831207.0	16578741.0	18642027.0	14008984.0	9608726.0	8510124.0	China	Iran, Islamic Republic of	17065785.0	17479530.0	2723177.0	-6367632.0	11208260.0	11208260.0	9783414.0	9783414.0
9473787.0	9473787.0	1838449.0	3589867.0	3824651.0	4911785.0	6894088.0	7743841.0	7925456.0	7656280.0	8348527.0	7917674.0	9473787.0	10923549.0	China	Iraq	10497486.0	11184576.0	9242574.0	9578227.0	9041916.0	9041916.0	9426284.0	9426284.0
3267313.0	3267313.0	1979341.0	1992057.0	2166075.0	2098343.0	2477167.0	2801682.0	2825002.0	2789797.0	2908818.0	3651707.0	3267313.0	3996233.0	China	Ireland	3561796.0	3716682.0	3456314.0	3468971.0	3257244.0	3257244.0	3262392.0	3262392.0
9516484.0	9516484.0	3652651.0	5037050.0	6740798.0	6988137.0	7645304.0	7739106.0	8624495.0	8260029.0	8949589.0	9315784.0	9516484.0	11256915.0	China	Israel	10583591.0	11097986.0	10397493.0	11440773.0	9346494.0	9346494.0	9484494.0	9484494.0
33414562.0	33414562.0	20244613.0	31145158.0	33694562.0	25657525.0	25754655.0	28759230.0	27852875.0	26488828.0	29234031.0	33266948.0	33414562.0	32944394.0	China	Italy	32212970.0	32801299.0	42762599.0	53201999.0	32562385.0	32562385.0	33251428.0	33251428.0
670393.0	670393.0	196992.0	235623.0	370913.0	786097.0	627059.0	523044.0	630291.0	515087.0	518125.0	584454.0	670393.0	630442.0	China	Jamaica	714289.0	747609.0	812683.0	1055178.0	645907.0	645907.0	663504.0	663504.0
143223969.0	143223969.0	97910966.0	121043965.0	148268708.0	151626581.0	150132589.0	149391340.0	135896918.0	129450377.0	137368622.0	147235099.0	143223969.0	142641690.0	China	Japan	150506715.0	152688908.0	171618607.0	207163551.0	142352077.0	142352077.0	143596640.0	143596640.0
3734207.0	3734207.0	1965980.0	1888900.0	2512724.0	2958958.0	3434555.0	3364531.0	3431339.0	3007548.0	2811456.0	2973958.0	3734207.0	3181626.0	China	Jordan	3689734.0	3818566.0	3854780.0	4479110.0	3564205.0	3564205.0	3716074.0	3716074.0
12806979.0	12806979.0	7748172.0	9320401.0	9566530.0	11001238.0	12545124.0	12709849.0	8427397.0	8243298.0	11632542.0	11326581.0	12806979.0	11707219.0	China	Kazakhstan	12114366.0	12386031.0	16076832.0	20614974.0	12013375.0	12013375.0	12747244.0	12747244.0
4984585.0	4984585.0	1277439.0	1786303.0	2368775.0	2788762.0	3217481.0	4930627.0	5918049.0	5668583.0	5045166.0	5204944.0	4984585.0	5410773.0	China	Kenya	6582775.0	7025499.0	3418001.0	1512100.0	5121797.0	5121797.0	4996792.0	4996792.0
20208.0	20208.0	3937.0	11386.0	13076.0	33983.0	18657.0	20620.0	44733.0	25366.0	16203.0	17916.0	20208.0	24409.0	China	Kiribati	27409.0	28552.0	13035.0	9256.0	21881.0	21881.0	20221.0	20221.0
2588886.0	2588886.0	1887741.0	2277347.0	3164704.0	3532383.0	3630075.0	3519651.0	2947443.0	2929120.0	3330975.0	2218140.0	2588886.0	491059.0	China	Korea, Democratic People's Republic of	3013963.0	3031041.0	2507728.0	2709100.0	2586039.0	2586039.0	2578756.0	2578756.0
110984862.0	110984862.0	53679877.0	68766311.0	82920308.0	87673764.0	91164951.0	100333451.0	101474642.0	94659513.0	102834413.0	109028749.0	110984862.0	112504010.0	China	Korea, Republic of	120225432.0	125058143.0	121288450.0	134442405.0	109001676.0	109001676.0	110625008.0	110625008.0
3860876.0	3860876.0	1542683.0	1848592.0	2128415.0	2089319.0	2675509.0	3428725.0	3775940.0	3064320.0	3115497.0	3321341.0	3860876.0	3578475.0	China	Kuwait	4086127.0	4299706.0	3612905.0	3602374.0	3730172.0	3730172.0	3840513.0	3840513.0
6312091.0	6312091.0	5227522.0	4127513.0	4878289.0	5073516.0	5075346.0	5242520.0	4284720.0	5639551.0	5371401.0	5546955.0	6312091.0	2866119.0	China	Kyrgyzstan	5866569.0	5984036.0	6710781.0	7370045.0	6030079.0	6030079.0	6262970.0	6262970.0
1787924.0	1787924.0	376650.0	483623.0	476255.0	937094.0	1722577.0	1839475.0	1212287.0	1005864.0	1420409.0	1455739.0	1787924.0	1494702.0	China	Lao People's Democratic Republic	1887330.0	2009189.0	1908994.0	2267843.0	1653120.0	1653120.0	1776666.0	1776666.0
1078372.0	1078372.0	452299.0	794160.0	1192947.0	1312709.0	1374267.0	1316699.0	1023450.0	1067721.0	1145469.0	1169822.0	1078372.0	1052223.0	China	Latvia	1283435.0	1316615.0	1376883.0	1755232.0	1086194.0	1086194.0	1083858.0	1083858.0
1676014.0	1676014.0	1056822.0	1319453.0	1458393.0	1691955.0	2490831.0	2604861.0	2291021.0	2158257.0	2021808.0	1982773.0	1676014.0	945745.0	China	Lebanon	2332323.0	2406617.0	1154509.0	579372.0	1790065.0	1790065.0	1675905.0	1675905.0
72062.0	72062.0	50392.0	59363.0	73109.0	94371.0	89829.0	88761.0	84015.0	55470.0	61300.0	64201.0	72062.0	59382.0	China	Lesotho	72552.0	72630.0	84516.0	110296.0	70705.0	70705.0	71782.0	71782.0
3909849.0	3909849.0	1881497.0	4396883.0	4966687.0	3446408.0	2335750.0	1711333.0	1357650.0	1587666.0	2102921.0	1941893.0	3909849.0	3404577.0	China	Liberia	1987226.0	1869362.0	7255674.0	11840653.0	3322496.0	3322496.0	3874678.0	3874678.0
2453887.0	2453887.0	2002912.0	2061358.0	720379.0	2384239.0	2834679.0	2157612.0	1895780.0	1211185.0	1028537.0	1433045.0	2453887.0	1880557.0	China	Libya, State of	1692024.0	1668216.0	2779902.0	3837979.0	2197721.0	2197721.0	2418668.0	2418668.0
1681947.0	1681947.0	655714.0	982341.0	1335101.0	1630885.0	1686178.0	1658291.0	1210964.0	1294494.0	1596468.0	1763529.0	1681947.0	1807877.0	China	Lithuania	1839193.0	1910939.0	2225853.0	2859585.0	1635596.0	1635596.0	1683071.0	1683071.0
1546652.0	1546652.0	3049991.0	987463.0	1595051.0	1956195.0	1807834.0	1948754.0	2325442.0	1255227.0	700187.0	855142.0	1546652.0	949473.0	China	Luxembourg	1005364.0	899774.0	726209.0	315402.0	1486942.0	1486942.0	1500953.0	1500953.0
3047189.0	3047189.0	1851544.0	2140801.0	2355273.0	2708244.0	3170786.0	3592858.0	4615021.0	3259428.0	3186302.0	3097867.0	3047189.0	2222468.0	China	Macao, China	3812093.0	3947058.0	2079599.0	1125080.0	3172617.0	3172617.0	3048594.0	3048594.0
131928.0	131928.0	56010.0	52783.0	91811.0	88750.0	63476.0	76664.0	86492.0	89946.0	77716.0	107788.0	131928.0	156833.0	China	Macedonia, North	115728.0	121025.0	169155.0	221408.0	122881.0	122881.0	131089.0	131089.0
1073077.0	1073077.0	395383.0	396791.0	503376.0	542414.0	642961.0	752678.0	869659.0	964132.0	1017693.0	1015756.0	1073077.0	997509.0	China	Madagascar	1205488.0	1282556.0	1008368.0	906550.0	1044610.0	1044610.0	1069022.0	1069022.0
260095.0	260095.0	65134.0	80077.0	112097.0	249067.0	213793.0	157117.0	248233.0	232743.0	266017.0	222353.0	260095.0	218586.0	China	Malawi	301018.0	319268.0	263125.0	278393.0	252448.0	252448.0	257804.0	257804.0
52481738.0	52481738.0	19631939.0	23802061.0	27886048.0	36525700.0	45930593.0	46353388.0	44192327.0	38542312.0	41999160.0	45848412.0	52481738.0	56427589.0	China	Malaysia	54675899.0	57376524.0	56798520.0	66090962.0	50115372.0	50115372.0	52216552.0	52216552.0
342003.0	342003.0	40662.0	63476.0	97122.0	76488.0	97414.0	103990.0	172590.0	333158.0	297550.0	396693.0	342003.0	274856.0	China	Maldives	403525.0	440155.0	377637.0	355377.0	337411.0	337411.0	341527.0	341527.0
435545.0	435545.0	167597.0	229693.0	297735.0	290232.0	274639.0	297069.0	272108.0	368569.0	336904.0	345612.0	435545.0	468405.0	China	Mali	414613.0	433477.0	515530.0	634808.0	408193.0	408193.0	432926.0	432926.0
1156399.0	1156399.0	1262785.0	1844910.0	2329586.0	2245419.0	2514566.0	3192859.0	2376905.0	1585299.0	2108031.0	1434090.0	1156399.0	1359598.0	China	Malta	1770198.0	1731128.0	785385.0	479450.0	1303385.0	1303385.0	1169149.0	1169149.0
2384715.0	2384715.0	1354779.0	1946029.0	2190067.0	1823395.0	1422971.0	1237975.0	3374161.0	3975503.0	3094768.0	2156333.0	2384715.0	3276947.0	China	Marshall Islands	3085176.0	3221180.0	1208050.0	-307561.0	2526280.0	2526280.0	2377588.0	2377588.0
1026410.0	1026410.0	241781.0	284968.0	386275.0	455402.0	598451.0	756947.0	803838.0	885019.0	862683.0	1039976.0	1026410.0	740159.0	China	Mauritania	1182178.0	1267970.0	1016395.0	974452.0	1003955.0	1003955.0	1025618.0	1025618.0
804584.0	804584.0	292129.0	393287.0	496927.0	620171.0	648701.0	745182.0	842064.0	770829.0	762200.0	807777.0	804584.0	699892.0	China	Mauritius	953663.0	1003760.0	765814.0	731331.0	805258.0	805258.0	805120.0	805120.0
46377886.0	46377886.0	12298991.0	17872653.0	23975906.0	27517963.0	28966300.0	32255386.0	33809860.0	32447349.0	35954952.0	44129450.0	46377886.0	44850418.0	China	Mexico	48294852.0	51259044.0	55550938.0	66601360.0	44311524.0	44311524.0	46174096.0	46174096.0
18739.0	18739.0	4634.0	3821.0	3413.0	4079.0	4938.0	9341.0	14503.0	14833.0	26441.0	18502.0	18739.0	20852.0	China	Micronesia, Federated States of	23717.0	25803.0	14179.0	5627.0	18165.0	18165.0	18706.0	18706.0
119532.0	119532.0	72571.0	80523.0	97491.0	123942.0	112629.0	115205.0	99966.0	76791.0	97899.0	108656.0	119532.0	145793.0	China	Moldova, Republic of	113651.0	115847.0	153021.0	201372.0	113928.0	113928.0	118833.0	118833.0
1830214.0	1830214.0	1057931.0	1449762.0	2731758.0	2653509.0	2449592.0	2216382.0	1571983.0	992268.0	1261249.0	1646742.0	1830214.0	1617155.0	China	Mongolia	1589456.0	1553436.0	3138749.0	4990582.0	1732673.0	1732673.0	1821286.0	1821286.0
113762.0	113762.0	76823.0	71083.0	89982.0	145761.0	86383.0	157066.0	134142.0	108747.0	132497.0	178356.0	113762.0	113155.0	China	Montenegro	156695.0	163195.0	121820.0	107838.0	123399.0	123399.0	113394.0	113394.0
418.0	418.0	41.0	11.0	18.0	9.0	151.0	416.0	3561.0	339.0	217.0	335.0	418.0	404.0	China	Montserrat	930.0	1001.0	-1077.0	-2543.0	611.0	611.0	414.0	414.0
4030060.0	4030060.0	2129258.0	2484472.0	3042649.0	3131193.0	3271645.0	2962993.0	2901954.0	3126765.0	3185421.0	3690128.0	4030060.0	4172591.0	China	Morocco	3871125.0	4001820.0	4988613.0	6229067.0	3849309.0	3849309.0	4010131.0	4010131.0
1956814.0	1956814.0	339134.0	496391.0	700247.0	940887.0	1199293.0	1968740.0	1941302.0	1337071.0	1317469.0	1869325.0	1956814.0	1999921.0	China	Mozambique	2204216.0	2358454.0	1903362.0	1983918.0	1902798.0	1902798.0	1948588.0	1948588.0
12331175.0	12331175.0	2261243.0	3475524.0	4821497.0	5673756.0	7338689.0	9367647.0	9429575.0	8254504.0	9025273.0	10567874.0	12331175.0	12550828.0	China	Myanmar	12881493.0	13777700.0	13370602.0	15344633.0	11630850.0	11630850.0	12263674.0	12263674.0
200886.0	200886.0	264497.0	229542.0	282265.0	438911.0	481941.0	545725.0	497688.0	272144.0	271474.0	319473.0	200886.0	223114.0	China	Namibia	329041.0	326237.0	91838.0	-14539.0	241235.0	241235.0	203483.0	203483.0
1222.0	1222.0	20.0	22.0	185.0	972.0	1075.0	2752.0	4883.0	1261.0	401.0	1911.0	1222.0	1939.0	China	Nauru	2351.0	2520.0	-463.0	-2125.0	1561.0	1561.0	1262.0	1262.0
1483417.0	1483417.0	408889.0	731257.0	1181226.0	1968162.0	2210887.0	2283579.0	830006.0	870531.0	971085.0	1078402.0	1483417.0	1167439.0	China	Nepal	1413658.0	1436882.0	2187466.0	3439940.0	1344995.0	1344995.0	1473519.0	1473519.0
73945370.0	73945370.0	36682225.0	49704161.0	59499691.0	58898785.0	60314752.0	64928516.0	59633422.0	57746634.0	67325060.0	73124185.0	73945370.0	79010191.0	China	Netherlands	76554053.0	79285746.0	89605931.0	107784791.0	71801833.0	71801833.0	73711744.0	73711744.0
155403.0	155403.0	55644.0	407155.0	135163.0	96653.0	90341.0	90754.0	106188.0	86517.0	85249.0	134124.0	155403.0	121935.0	China	New Caledonia	90427.0	83631.0	285276.0	436611.0	144692.0	144692.0	153396.0	153396.0
5704621.0	5704621.0	2085362.0	2764512.0	3736693.0	3864558.0	4131684.0	4737939.0	4922088.0	4814379.0	5099502.0	5799192.0	5704621.0	6055977.0	China	New Zealand	6351693.0	6688179.0	6282429.0	6875876.0	5605712.0	5605712.0	5700408.0	5700408.0
501836.0	501836.0	193256.0	299554.0	422029.0	466856.0	522915.0	568134.0	668771.0	626172.0	625001.0	474952.0	501836.0	486566.0	China	Nicaragua	669110.0	699273.0	356474.0	209449.0	517670.0	517670.0	500676.0	500676.0
288823.0	288823.0	283717.0	272148.0	142167.0	158352.0	183941.0	243696.0	175158.0	101030.0	97703.0	114661.0	288823.0	303061.0	China	Niger	140423.0	132594.0	319616.0	438731.0	245504.0	245504.0	284436.0	284436.0
16634074.0	16634074.0	5475594.0	6696844.0	9205574.0	9296313.0	12042613.0	15393425.0	13715724.0	10063893.0	12215486.0	13500035.0	16634074.0	16776737.0	China	Nigeria	16489589.0	17355436.0	18321591.0	22085280.0	15583633.0	15583633.0	16524872.0	16524872.0
3392973.0	3392973.0	2675353.0	2836321.0	3785872.0	3019832.0	2737115.0	2731442.0	2858078.0	2605251.0	2475022.0	2652394.0	3392973.0	3534951.0	China	Norway	2790604.0	2774346.0	4239026.0	5576876.0	3206055.0	3206055.0	3368563.0	3368563.0
43617.0	43617.0	5343.0	2650.0	2092.0	2039.0	2517.0	5199.0	6083.0	8493.0	4212.0	18659.0	43617.0	51113.0	China	Oceania Nes	24350.0	26879.0	61619.0	91348.0	35445.0	35445.0	43349.0	43349.0
3020370.0	3020370.0	747451.0	944497.0	998177.0	1811576.0	1900844.0	2065381.0	2117933.0	2174997.0	2325082.0	2875748.0	3020370.0	3091184.0	China	Oman	3217328.0	3435639.0	3417723.0	3906286.0	2884566.0	2884566.0	3007298.0	3007298.0
16183489.0	16183489.0	5515074.0	6937792.0	8439729.0	9276492.0	11019596.0	13244482.0	16481153.0	17468609.0	18309555.0	16967145.0	16183489.0	15366711.0	China	Pakistan	20617452.0	21934859.0	12920140.0	8030985.0	16393495.0	16393495.0	16180290.0	16180290.0
18675.0	18675.0	1304.0	1965.0	1194.0	1640.0	3186.0	10456.0	22034.0	19515.0	17211.0	13734.0	18675.0	24314.0	China	Palau	22987.0	25138.0	8200.0	-3159.0	18296.0	18296.0	18607.0	18607.0
81963.0	81963.0	23624.0	26008.0	47815.0	40725.0	90677.0	75507.0	70770.0	61599.0	69361.0	73758.0	81963.0	100570.0	China	Palestine, State of	91210.0	96384.0	85053.0	95524.0	78765.0	78765.0	81435.0	81435.0
7948178.0	7948178.0	6522357.0	11967279.0	14555810.0	15305692.0	10992734.0	9307389.0	8529293.0	6403851.0	6654978.0	6947567.0	7948178.0	8803232.0	China	Panama	6453046.0	5935598.0	14060838.0	22500243.0	7750549.0	7750549.0	7915388.0	7915388.0
801931.0	801931.0	528171.0	352496.0	453024.0	640097.0	553070.0	636457.0	989775.0	655088.0	778168.0	786854.0	801931.0	923024.0	China	Papua New Guinea	900377.0	941725.0	655837.0	490111.0	802654.0	802654.0	797189.0	797189.0
1431003.0	1431003.0	513924.0	1050604.0	1248051.0	1335795.0	1356500.0	1396245.0	1273283.0	1163294.0	1561140.0	1671466.0	1431003.0	1216922.0	China	Paraguay	1686295.0	1755203.0	1852929.0	2238844.0	1434703.0	1434703.0	1429364.0	1429364.0
8508588.0	8508588.0	2098874.0	3549668.0	4653277.0	5332544.0	6188838.0	6100848.0	6354911.0	6032569.0	6981392.0	8101650.0	8508588.0	8865838.0	China	Peru	9017031.0	9551640.0	10294108.0	12478731.0	8145683.0	8145683.0	8471252.0	8471252.0
40758536.0	40758536.0	8584708.0	11540277.0	14255388.0	16732210.0	19868125.0	23473577.0	26692700.0	30113525.0	32117391.0	35111186.0	40758536.0	41838752.0	China	Philippines	42240292.0	45352347.0	44001500.0	48286231.0	38358166.0	38358166.0	40543964.0	40543964.0
23906087.0	23906087.0	7561768.0	9438307.0	10939549.0	12386657.0	12574875.0	14256799.0	14346519.0	15170215.0	17916691.0	20944256.0	23906087.0	26735783.0	China	Poland	23004643.0	24422966.0	29084814.0	35443085.0	22291480.0	22291480.0	23779692.0	23779692.0
4325492.0	4325492.0	1923516.0	2513318.0	2801434.0	2501158.0	2506864.0	3137073.0	2897547.0	4023223.0	3464745.0	3768702.0	4325492.0	4191503.0	China	Portugal	4303343.0	4507490.0	4685716.0	5181056.0	4135906.0	4135906.0	4293852.0	4293852.0
2409266.0	2409266.0	872411.0	855444.0	1198757.0	1205100.0	1710908.0	2254011.0	2279509.0	1540118.0	1683515.0	2488628.0	2409266.0	2632585.0	China	Qatar	2603965.0	2757692.0	2558603.0	2795720.0	2353254.0	2353254.0	2407141.0	2407141.0
4562822.0	4562822.0	2377288.0	3004462.0	3453775.0	2797186.0	2822537.0	3223178.0	3186742.0	3462138.0	3776979.0	4512111.0	4562822.0	5126433.0	China	Romania	4450219.0	4628601.0	5614345.0	6682265.0	4390943.0	4390943.0	4548538.0	4548538.0
49484540.0	49484540.0	17513771.0	29612074.0	38903018.0	44056551.0	49591172.0	53676944.0	34809906.0	37506059.0	43149783.0	48005203.0	49484540.0	50584508.0	China	Russian Federation	52479970.0	54464373.0	64097820.0	83700421.0	47510421.0	47510421.0	49263656.0	49263656.0
264786.0	264786.0	57987.0	49993.0	66652.0	90106.0	134109.0	114985.0	124274.0	109861.0	128602.0	165170.0	264786.0	282541.0	China	Rwanda	212060.0	227608.0	331893.0	448038.0	231808.0	231808.0	263112.0	263112.0
9707.0	9707.0	1225.0	2669.0	4385.0	2705.0	15592.0	26663.0	13425.0	4399.0	8486.0	11544.0	9707.0	13484.0	China	Saint Kitts and Nevis	14151.0	14982.0	6213.0	4166.0	9846.0	9846.0	9797.0	9797.0
21519.0	21519.0	6787.0	8115.0	10152.0	28785.0	19879.0	29903.0	21282.0	17001.0	15918.0	18952.0	21519.0	23300.0	China	Saint Lucia	24143.0	25163.0	23212.0	29087.0	20860.0	20860.0	21398.0	21398.0
21313.0	21313.0	81791.0	73790.0	77939.0	29060.0	25232.0	37294.0	39538.0	17986.0	42019.0	36939.0	21313.0	10118.0	China	Saint Vincent and the Grenadines	13060.0	7920.0	22983.0	14846.0	24390.0	24390.0	21487.0	21487.0
87949.0	87949.0	37236.0	70052.0	37816.0	71746.0	54473.0	55867.0	64573.0	70514.0	64630.0	70335.0	87949.0	87313.0	China	Samoa	80987.0	84103.0	102369.0	124833.0	82880.0	82880.0	86655.0	86655.0
8921.0	8921.0	2198.0	2054.0	1792.0	3008.0	4862.0	5728.0	7871.0	6438.0	6877.0	7255.0	8921.0	20286.0	China	Sao Tome and Principe	9521.0	10244.0	7754.0	6932.0	8463.0	8463.0	8869.0	8869.0
23924462.0	23924462.0	8977852.0	10366445.0	14849707.0	18452901.0	18739814.0	20575242.0	21683665.0	19266738.0	18320971.0	17560589.0	23924462.0	28098452.0	China	Saudi Arabia	23983214.0	25060441.0	24616270.0	28864869.0	22616044.0	22616044.0	23800364.0	23800364.0
2212615.0	2212615.0	399309.0	498321.0	680361.0	793973.0	997396.0	1650233.0	2194515.0	2236909.0	2048210.0	2145218.0	2212615.0	2563362.0	China	Senegal	2741950.0	2958684.0	1650999.0	945300.0	2204042.0	2204042.0	2206128.0	2206128.0
1025171.0	1025171.0	308321.0	345016.0	396353.0	412876.0	431912.0	424563.0	416209.0	432989.0	545872.0	729047.0	1025171.0	1624515.0	China	Serbia	802218.0	853068.0	1394724.0	1907967.0	905612.0	905612.0	1018998.0	1018998.0
65308.0	65308.0	15248.0	14856.0	35010.0	33167.0	38670.0	45582.0	59174.0	55826.0	48993.0	61338.0	65308.0	57658.0	China	Seychelles	72688.0	77634.0	66217.0	69068.0	63738.0	63738.0	64978.0	64978.0
313687.0	313687.0	54662.0	98352.0	224834.0	249188.0	152567.0	163052.0	278649.0	250144.0	244459.0	253198.0	313687.0	371368.0	China	Sierra Leone	322147.0	341251.0	379649.0	476555.0	299050.0	299050.0	311738.0	311738.0
54963720.0	54963720.0	30066363.0	32347238.0	35570137.0	40750209.0	45831865.0	48911175.0	53139141.0	45802680.0	45668183.0	49817841.0	54963720.0	57539954.0	China	Singapore	57101262.0	59301949.0	54963741.0	58237098.0	53545228.0	53545228.0	54678784.0	54678784.0
2893893.0	2893893.0	1399015.0	1958477.0	2512600.0	2423050.0	3084437.0	2828496.0	2795050.0	2861673.0	2727123.0	2558825.0	2893893.0	3033061.0	China	Slovakia	3155179.0	3256153.0	2995023.0	3339555.0	2840480.0	2840480.0	2884277.0	2884277.0
3404442.0	3404442.0	770101.0	1385669.0	1675371.0	1566641.0	1832812.0	1991942.0	2092396.0	2281868.0	2889919.0	4435174.0	3404442.0	3452439.0	China	Slovenia	3886216.0	4165338.0	4624964.0	5420927.0	3379565.0	3379565.0	3397794.0	3397794.0
98567.0	98567.0	16137.0	28414.0	30676.0	36681.0	36802.0	49442.0	82257.0	93047.0	96147.0	118338.0	98567.0	116602.0	China	Solomon Islands	123852.0	134093.0	97215.0	78836.0	99748.0	99748.0	98412.0	98412.0
732058.0	732058.0	67309.0	72232.0	91209.0	101107.0	133761.0	206079.0	300015.0	397138.0	473644.0	637244.0	732058.0	892640.0	China	Somalia	700495.0	768581.0	883173.0	1031997.0	668285.0	668285.0	728114.0	728114.0
16560933.0	16560933.0	7365588.0	10799862.0	13362300.0	15323312.0	16830776.0	15699146.0	15878945.0	12936213.0	14894297.0	16337354.0	16560933.0	15243394.0	China	South Africa	17835156.0	18444217.0	19863942.0	24427880.0	16244009.0	16244009.0	16506168.0	16506168.0
26825957.0	26825957.0	14077808.0	18178686.0	19723609.0	18240174.0	18931672.0	21501636.0	21899151.0	21546960.0	23014599.0	25064193.0	26825957.0	27538124.0	China	Spain	26858775.0	27865473.0	30341922.0	34691960.0	25910668.0	25910668.0	26703494.0	26703494.0
4088061.0	4088061.0	1569465.0	1994848.0	2988724.0	3001305.0	3436549.0	3792797.0	4308107.0	4331231.0	4096695.0	4266680.0	4088061.0	3842837.0	China	Sri Lanka	4999622.0	5259037.0	3789167.0	3387776.0	4142758.0	4142758.0	4095312.0	4095312.0
234717.0	234717.0	96164.0	113951.0	136184.0	189140.0	174032.0	176865.0	202207.0	141602.0	178487.0	216222.0	234717.0	221329.0	China	Suriname	232426.0	242988.0	287408.0	360599.0	223876.0	223876.0	233349.0	233349.0
8515588.0	8515588.0	4156381.0	5708835.0	6566883.0	6416053.0	6799061.0	7167601.0	7109201.0	6319591.0	7019611.0	8254438.0	8515588.0	8368716.0	China	Sweden	8555050.0	8859176.0	10358279.0	12661001.0	8240609.0	8240609.0	8481762.0	8481762.0
4543904.0	4543904.0	2664658.0	3038875.0	3713552.0	3507411.0	3529136.0	3109863.0	3196153.0	3231790.0	3194306.0	4111622.0	4543904.0	5093094.0	China	Switzerland	4053493.0	4155723.0	5956527.0	7778062.0	4308942.0	4308942.0	4520822.0	4520822.0
1315799.0	1315799.0	2210406.0	2442972.0	2420241.0	1190229.0	690152.0	984371.0	1024351.0	939659.0	1104989.0	1275207.0	1315799.0	833605.0	China	Syrian Arab Republic	694936.0	574420.0	1929124.0	2533248.0	1265881.0	1265881.0	1306249.0	1306249.0
55079733.0	55079733.0	20505295.0	29674922.0	35109073.0	36777357.0	40634145.0	46276868.0	45055573.0	40400323.0	43934720.0	48656780.0	55079733.0	60141641.0	China	Taipei, Chinese	55842831.0	58451412.0	63040594.0	75440068.0	52576435.0	52576435.0	54794576.0	54794576.0
1612376.0	1612376.0	1217574.0	1376501.0	1996778.0	1747870.0	1869364.0	2468236.0	1796604.0	1710061.0	1323547.0	1425934.0	1612376.0	1017821.0	China	Tajikistan	1686095.0	1686129.0	1605444.0	1865021.0	1606311.0	1606311.0	1605680.0	1605680.0
3814731.0	3814731.0	914052.0	1253127.0	1653632.0	2089722.0	3140702.0	3843566.0	4286317.0	3636663.0	3135641.0	3590574.0	3814731.0	4174643.0	China	Tanzania, United Republic of	4625632.0	4921438.0	3041781.0	2426872.0	3804411.0	3804411.0	3800008.0	3800008.0
45619577.0	45619577.0	13307098.0	19741222.0	25694604.0	31196768.0	32717904.0	34289228.0	38310626.0	37653331.0	38780758.0	42974256.0	45619577.0	50525507.0	China	Thailand	49785516.0	52624233.0	50428127.0	56937326.0	44248521.0	44248521.0	45420020.0	45420020.0
143579.0	143579.0	23260.0	42832.0	70433.0	62474.0	47386.0	60342.0	105954.0	167048.0	132924.0	132781.0	143579.0	190414.0	China	Timor-Leste	167178.0	180056.0	134400.0	114632.0	141196.0	141196.0	143195.0	143195.0
2131524.0	2131524.0	1129801.0	1333110.0	1831410.0	3383142.0	2443222.0	2491912.0	2181978.0	1938328.0	1893835.0	1991477.0	2131524.0	2461122.0	China	Togo	2323348.0	2365880.0	2622168.0	3468672.0	2103335.0	2103335.0	2118312.0	2118312.0
29475.0	29475.0	7995.0	9754.0	13277.0	20160.0	38480.0	23943.0	30464.0	30906.0	28205.0	24951.0	29475.0	33719.0	China	Tonga	35771.0	37829.0	24431.0	21779.0	29033.0	29033.0	29192.0	29192.0
363467.0	363467.0	244055.0	291064.0	286550.0	312169.0	321390.0	427977.0	481805.0	348524.0	430167.0	347256.0	363467.0	341178.0	China	Trinidad and Tobago	431446.0	444953.0	269414.0	170106.0	368199.0	368199.0	364199.0	364199.0
1365185.0	1365185.0	711181.0	994893.0	1112727.0	1391786.0	1263159.0	1235779.0	1240208.0	1306518.0	1327095.0	1415924.0	1365185.0	1427652.0	China	Tunisia	1509701.0	1558826.0	1581405.0	1821913.0	1359707.0	1359707.0	1364663.0	1364663.0
17321763.0	17321763.0	8333535.0	11942037.0	15613705.0	15585293.0	17746991.0	19305458.0	18630120.0	16807503.0	18143520.0	17864201.0	17321763.0	20356568.0	China	Turkey	20456564.0	21179716.0	17788997.0	18641057.0	17447028.0	17447028.0	17367290.0	17367290.0
431024.0	431024.0	915699.0	525117.0	784360.0	1699117.0	1137644.0	954282.0	817095.0	340029.0	369050.0	316779.0	431024.0	444714.0	China	Turkmenistan	342306.0	273748.0	551981.0	923895.0	435463.0	435463.0	425930.0	425930.0
3023.0	3023.0	406.0	424.0	400.0	296.0	378.0	1086.0	3791.0	885.0	2677.0	3010.0	3023.0	3311.0	China	Turks and Caicos Islands	3390.0	3707.0	2769.0	2261.0	2930.0	2930.0	3014.0	3014.0
